	text
15284	de cultura nisqapaq ichaqa chaypi tuñiykikapusqa kunanqa mayña chay tintiri iñiy wasi arí kay hinapuni arí kayqa turachanchiskuna kayqa paykuna ninku arí kayqa nuqayku kayta yanapaykuchkayku arí kayqa kay manaña nuqayku kaytaqa atiykumanchu sapayku mana imatapas kayqa llamkapaykumanchu maytaq kayqa ministerio de cultura cheqanmanta paykuna aswan kayqa yanapaykunanku nispa yanapayku
15286	nispa pay turanchiskuna ñañanchiskuna arí kayqa paykunapas rimarillantaq arí kay hinapuni turachay kachkan kayqa ancha rimarisunman kay pacha paqariypi kayqa qipallapiña qipallapiña turachay imaynata kayta chikaqa yanapaykunkuman kay ministerio de cultura nisqa chaykunata qawarinan kay municipalidad provincial de azángaro nisqa qawarinan paykuna kay ayllu umalliqkuna ichaqa qonqarirqanku kaypi ñuqanchik purirqanchik mayña 
15288	chunka wata kuraq aazángaro llaqtaman hina kay wiskacha kunan chaypi qillachaykusqa qala chaypi mana pichasqachu karqan kunanqa may picharisqankuñan chaykunata nuqanchk kaypi riqsirinanchik lugar turístico nisqata ama chinkananpaq arí kay hinapunin arí kayqa turachay kachkan maytaq arí ñuqanchik waykurichkarqanchik chay domingo punchawta kay iñiy wasiman hina arí kayqa arí nisunmancha arí
15290	qalan kayqa abandonasqa nisunman imarayku arí kayqa nisunman manan imapas kachu maytaq kayqa turachanchik arí kayqa nichkanchik hina kay hinan kachkan chikaqa yanaparina kachun ojalacha yanapaykunman kayqa turachanchik inginiero isidro zolorzano kachkallantaq pay alcalde kay provincia provincia de azángaro chiqanmanta hinallataq arí kayqa ministerio de cultura chiqanmanta yanapaykunkuman ama kay tuñikunampaq imaraykuchus arí kayqa ancha sumaq munay ruwasqa 
15292	kayqa kachkan turachanchik nichkan hinapas arí kayqa adobe turumanta ruwasqa maytaq arí hina imaymana kayqa kachkan chukchakuna kayqa nisunmancha willmakuna hina imaymana hinallataq nisunmancha riki kayqa todo tipo de adobes nisunmancha ñañu raku hina imaymana kachkan turay qawarinchik hina ancha munay munay munay ruwarisqaraqmi kachkan simpaykusqa hina adobecunapas chay ruwaykusqa chay tuqukunamanpas chinkaykunapaq
15294	chay wichapipas kasqan kay escudo nacional nisqa chay independencia nisqa qipakunacha chayta limpiykurqanku arí kay hinapuni kunanqa turachay maytaq kunanqa anchata kay hinata rimarispa napaykurisunchik arí turay turanchiskunawan tuparimuchkarqanchik ñañanchiskuna hinantin llaqtamanta puririmullasqakutaq paykunpas normal waqachakamunku arí riki imaraykun arí ama qunqamaykuchu nuqaykuta nispa paykunata imanispataq turachay kayqa napaykullasunmantaq
15296	kaypi atiparqan chaykunatapas haqay putina llaqtamanta hamurqanku llampa llaqtamanta tukuy kay puno chiqanmanta rirqanku paykunata napaykurisun imaraykuchus paratia chayamullasqataq paratia imaraykuchus chay tusuykuna kachkanraqmi siwara waqta waqtay papa hallmay papa tarpuy kay hina nuqachispaq kausayñinchisman hina tususqa chaykuna ichaqa chay azangaro llaqtamanta huk qutupi karqan huk
15298	qututaq karqan kay tukuy llaqtakunamanta suyukunamanta karqan iskay qutupi kay atipanakuy ruwakurqan arí kay hinapuni chikaqa maytaq kikin haqay tintiri chiqanpi kay presidente de la comunidad cheqanmanta paypas arí munayta rimarichkarqan punchaykunapi pasalla kayqa rimarichisaqku hinallataq qampaq ancha sumaq munay napaykuy hinallataq arí kayqa teniente gobernador haqay tintiri chiqanmanta sutinta qunqarkuni turachay maytaq qillqamusqanchispas chinkan 
15300	hinaqa arí paykunapaq ancha sumaq munay napaykuy qankunapaq ancha sumaq munay napaykuy kayqa anchata paykunapas llamkarichkallantaq arí chikaqa kay pacha paqariypi anchata napaykurispa kunanqa domingo punchawta maypin kachkallasuntaq turachay equicio kay kutimo nisqata kay qahalukunata qawaykamusun caballokunata sichus caballo mana kanqachu hinaqa manan qahaluchu kanqa arí ñañay nely puriy aparikusunchik ñañanchik nelyta kayqa munayta arí chaypi
15302	ruwaychkankis chayta huchayuq ima paqariwaqchik uywata imataq ima ima fastidianman imataq a ver atuq nisqakuna hinataq huchayuq karichkawaqchis wayqiykuna panaykuna chuñu sinqa ña uywata muyuykamuychikña hay chuñu sinqa chuñu sinqa chayta yuyarqunku muyuykamusunchik qawarqamusunchik maytaqri quñita puñurqukuchkanki chay horastan hamun atuqchaqa hinaspa huchakun
15304	chaypipunicha turachay equicio imarayku payta aparisunchik domingo punchawta ñañachay nely puririsun arí chiqaqmanta puririsun domingo kay punchawta waputa qawaykamusun hinaspa takiykamusun mi caballo y mi mujera sumaqllatawapu waputaraq tusuykamusun haqay cutimbo cheqanpi kay qahelu tumayu maqtachata waynachata apallasuntaq kay turanchiq apakamuyman ichapascha ñañay ñuqa ichapascha apakamunki
15306	huk aymarata imarayku rimanay aymara hapiqayta anchatan munachkani kay rimaypi imaraykuchus turachanchik turachay román qanri imatataq ruwamunki qantapas apllasakikutaqcha puririsun huñulla hinaspa haqaypiña qawarqarichikusun maypipas tusuykusun pananchiskunawan haqaypi ancha sumaqcha karichkan chay punchaw ñañachay nely chikaqa kay pachanchik chinkaripuychik nichkanwanchismi imanasunmi kayqa
15308	kay pacha paqariypi chinkaripusun turachay equicio chikaqa domingo punchayta tarikusunchik kay rimana wasi onda azul puririchkanqa haqay cutimbo chiqankama maypichus arí hatun atipanakuy kay qahilu apakuchkanqa chikaqa chaypi kay quechua rimayñinchik tarikunqaku arí paykuna qalan puririchkasaqku turachanchik equicio pacsi cuaquira hinallataq ñañakichik norma moroco ñañachanchik nely huayta paypas anchata pitarichkanqa turachanchik roman condori hina
15310	tawamanta puririchkasun anchatacha tusuykamusun kayqa arí suqurikamusun imaraykuchus munayta pay ichapas arí kayqa aysanayakamusun imaynatapas tawamanta arí tukuy kausayñinkunata ñuqanchik kallpacharisun kay llaqtanchiskunata chaymanmi puririnchik imayna kausaykuna kachkan ñawpaqman puririnapaq imatan kallpachasun imaynan tusuyñin imaynan mikuyñin chaykunata qichwa rimayñinchik taqwirimusqan sapanqa llaqtapi 
15312	paqtapascha kay killa tukuyta san antonino de isquilachi nisqapanpas puririsun imaynachus paykuna rayminqaku chaykuna qawariq chaykuna taqwiriq chikaqa ñañachay nely kayqa lunes tutamantan kamachu chinkaripusun arí chiqaqmanta lunes punchawña astawan willarikuykuna wakichiykunawan astawan kallpachaykunawan kutiyamusunchik ñan lunes punchawta aparikunqa ñan kay vísperas distrito de paratía 
15314	may punchawmi karichkanqa chunka qanchisñiyuq octubre killata sipikuwaqtaq ñañay nely may sipikuchkaniraq kaypi hankakunawan tawa tutamantan pisqa chunka suqtayuq yupayña tupaykunanchik kama mati ukllaykuy llapan qankunaspaq kay hinataq wawqiykuna panaykuna inti watana atiparquwanchisña huk punchaw kamaña nuqawanpas waqmanta kuriykamuchkasun rimarispa imaymanamanta willarisun wawqinchiskunaman pananchiskunapaq paqarin
15316	mana lunes punchaw kama wawqiykuna panaykuna arí kay hinata kayqa rimarispa qankunawan ñañaykuna turaykuna allin punchaw kachun kay sábado punchaw hinallataq domingo punchaw qankunawan chikaqa kayqa lunes tutamantan waqmanta kutirimuchkasaqku qankuna munayllata tarikuychik kay punchawkunapi kusisqalla kakuychik kutirimusaqku paqarin kimsa tutamantan tupananchiskama
15318	kimsa tutamantan tawa chunka kimsa chunka tawayuq yupayña inti watananchik sumaq napaykuy ñañachakuna haqay distrito de llalli imayñalla paqarikuchkanki maytaq waqakuychu turay román kay hintaq waqakuykuna haykurimuchkanña kay rimana wasinchikman imaynallan kachkanki wawqiy allin punchaw kachun wawqiy vidal allin
15320	allin punchaw kachun wawqiy uyarimuchkawankichu uyarimuchkaki wawqiy román kay ñuqa waqamuchkaki chika llaqtamanta kay hinataq wawqiy vidal napaykuychu imataq karichkan kunan tutamantan rimaykunapaq huk llakirim kachkan no wawqiy nuqaykupaq no haqay vecino vilqui llaqtapi no comunidad ullacachi no qayna huk warmita lampawan
15322	hinaya chiqanmanta allin punchaw kachun turay gregorio allin punchaw kachun panay norma panay nely wawqiy román kay waqarikamuchkani centro poblado pinaya distrito de santa lucia provincia de lampas kaypi tarikuyku nuqayku kay kantullapi kay puno lado chay arequipa ladopi kay cusco ladopi chay partepi nisqa chaypi tarikuyku allillanmi kakuchkayku 
15324	imaynan kakuchkanki allin punchaw kachun panay norma imaynalla turachay allillanmi nuqaqa kachkani kay pacha paqariypi chikin kunan pacha paqariypi arí kayqa riqchasqani imaraykuchus turachay qanri imaynalla allillanmi kakuchkayku kay ladopi huk chichan tiempito kutirimun munayllapi chakichkarqan kunan kutirimun ojalacha seguirinman siquiera allin pacha tiempitota ima allin kanman arí 
15326	a ver hinaspaqa kunan kutirimuyta munachkan hinaqa allillanmi kakuchkaytaq napaykarukuyta munakichik napaykurikuyta munani qayna punchaw vesitaykurqani vecinoyku centro poblado de parina chayqa compañeroyku karqan unayqa arí cooperativas gigantes hinaspayku chaypi chay qayna punchaw visitaykurqani kay wawqichay don nemecio ticona chay qayna punchaw kakuchkasqa chaypi chaymanta napay
15328	napaykuriyta munachkallanitaq doctor leandro berneldo chaymanta chay hermanoykuna enteronpi chay pinaya nisqamanta centro poblado kunanqa kutipullasqataq chaypi kachkan compañero aurelio cayllahuo el popular machaco munay chay compañeroyku yasta edad avanzapoykuña chayqa yasta separakusqayku yaqa kachkan yaqa kimsa chunka wataña yaqapis hinaspa tiempomanta kayna vesitarquni chayta napaykurini 
15330	napaykuriyta munani chaymantapas enteron hermano wawqiykuna chaypi parinapi kachkan chaykunata chaymanta panachay norma wawqichay román panay nely chaymanata kunan punchaw comunicadotuta aprovecharuyta munani kanan punchawmi reunikunqaku kaypi cooperativa de servicios múltiples kusiska nisqa centro de acopio nisqa kaypi kan chay acopio de fibra de alpacas chayta kunan punchaw las diezta
15332	huñurikusaqku kay centro poblado pinayapi chayta wawqi panaykuna hamurinkichik kunan punchaw kaypi yachaykurisunchik rendición de cuentas nisqa kan chayta chayta willarikuyta munani wawqiy panay allipuni turachay kay pacha paqariypi chikaqa willarikamunki huk tutamantakuna kama kayqa turachay diospagarasunki diospagarasunki panay diospagarasunkipuni huk punchawkunaña parlarikullasuntaq
15334	imatapas waqarikamusaq diospagarasunkipuni allin punchaw kachun allin punchaw kachun turachay hinata chikaqa ñañachay waqarikamuchkan kunan waqakuy kachkallantaqchu napaykukuychu kachkan qillqaykuna arí anchata chayarimuchkan kay rimana wasiman imaraykuchus arí kayqa chikaqa waqarikamuyta atinkichik kachkanmi kayqa nueve cincuenta cero cuatro diecisiete vente hinallataq nueve cincuenta y uno treinta cero cero ochenta y siete chayman waqarikamuyta atinkichik 
15336	imaraykuchus arí chikaqa ancha sumaqta turachanchik javier paysi uyarikamuchkan paymi hamauta chikaqa kay pachapiqariypi hinallataq arí turachanchik arí rubén apaza escalante paypas munayta uyarikamuchkan kay pacha paqariypi karim pineda paypas munayta uyarikamuchkan hinallataq carlos kayqa paykuna ancha sumaqta kay pacha paqariypi uyarikamuchkan hinallataq arí turachanchik hampikuq kachkan traumatólogo doctor carlos molina paypas uyarikamuchkan kay pacha paqariypi
15338	pay arí payqa munayta uyarikamuchkan anchata rimarimuchkankichik mana ñuqa atinichu kayqa rimayta qichwa simipi kayqa atiy mana atiy uyarimuchkani imarayku qankunapaq ancha sumaq muany napaykuy rimana wasi maytaq arí kayqa puririchichkan ñawpaqman kay siminchiskunata qichwapi hinallataq aymara simipi nispa pay turachanchik chikaqa napaykamullawanchistaq allin chikaqa kay pacha paqariypi hinallataq turachanchik equicio pacsi coaquira paypas tutamantañan riqcharispa ña
15340	purimullanqataq kay rimana wasita imarayku pay sapa viernes tutamantan arí puririrmun hinallataq arí kay pacha paqariypi kunitan napaykurillasuntaq santa lucia cheqanta turachanchik arí kayqa munaytaña arí kay rimana wasipi kayqa uyarikamuchkanku paykunapaq ancha sumaq munay napaykuy kunan ichaqa kay sumaq takiwan puririsun ñañachay nely kachkanchu napaykakuy aja mana kachkanchu chikaqa kayqa kay pacha paqariypi dina paucar ancha sumaqta kayqa kay takita churarimusaq
15342	ancha usqay waqarikamunaykichispaq kimsa tutamantan pisqa chunka suqtayuq yuapayña inti watananchik ñawpaqman puririchkan sumaq wakichayñinchik qichwa rimayñinchik waqakuykunapas ñan chayarimuchkanña qillqakuykunapas chaykunata sumaqtacha chaninchakusun kay punchawpi sumaq napaykuy ñañachakuna maytaq ñañacha adel
15344	haqay ayaviri llaqtapi hukpi hamuspa kankachuta apamusayki niwan sumaq napaykuy qanpaq ñañachay adelma paymi karichkan warmikunamanta rimariq hinallataq sumaq warmikuna kay umalli kay organizaciones nisqakunapaq llapan kay caritas chiqanpi llamkarikuqkunapaq sumaq napaykuy kay paqarinpi qankunaspaq maytaq comunidad de collana maytaq kay
15346	maytaq kay ayllukunapas sumaqta paykunapas llamkayukuchkanku sumaq chanin paykuna sumaq napaykuy kimsa tutamantan pisqa chunka qanchisñiyuq yupayña intiwatanachik waqakuykunacha chayarimuchkan wakinqa riki cuidakamuchkanku wakinpaqtaq kay crédito nisqa tukurakapun imaynan karichkan ayllunchiskunapi ña tutamantanña hatarikuchkanku kunan punchaw karichkan viernes chunka kimsayuq yupayña
15348	kay nisunmancha octubre killapi kunan karichkan imataq nisunmancha arí imakunan kunan punchaw wakikuchkan ñañay norma arí kay kunan punchaw arí ñañachay kay huchuyta huchuytawan rimarisunchik maytaq kay kunan punchaw kayqa sismo nisqa aparikuchkanqa maytaq imaynata ñuqanchik kay pacha kuyurinqa hina ñuqanchik imakunata qipichakunanchik chaykunamanta rimarichkasun hina ñañachay imaraykuchus arí kayqa kay
15350	qala perú suyu pacha arí kayqa nisunmancha chisi tuta lluqsirichkanqaku kayqa ocho de la noche chay horasta kayqa arí chaykunamanta ñañachay rimarisun huchuyta kayqa kunan punchaw nuqanchispas qipicharikamusqanchik allinta imakunan kayqa qipichasqa kayqa puriy usqay kay pacha kuyurinan hina kayqa ñuqanchik kayqa nisunmancha qipichaykunanchik hina aysarikuspa chayta pasananchik arí chaykunamanta rimarichkasun ñañachay imaraykuchus arí chayqa qipallapiña kay
15352	anchata qillqaycharikamuchkan maytaq arí turachanchik pedro celestino paymi arí kayqa ñim nuqan puririchkani aylluyta imaraykuchus arí kachkanmi paqarinmantan kay fiesta patronal nintaq san roque de rosario arí imaninmi kayqa san roque nintaq maytaq rosario qallariykuchkanqa imaraykuchus patronal chikaqa ancha sumaqta munayta haqay distrito de san antonio iscalichico chiqanpi munayta tusuykuchkanqaku ñañanchiskuna
15354	hinallataq arí kayqa umalliqpas puririchkallantaq arí blas acero sapana pasaqtacha tusuykamuchkanqa maytaq arí turachanchik celestino paypas nintaq kayqa kankata apamusayki niwantaq kusataq chikaqa kachkanqa maytaq arí hinallataq turachanchik haqay cabana nintaq chaypi uyayrikamuchkan turachanchik kayqa qalan kay nisunmancha arí turanchiskuna napaykusun hinallataq turachanchik allin paqucha kay nisunmancha riki ganadería allin paquchanchiskuna
15356	flavio cabana hinallataq señora isabel francisco paykuna arí ancha sumaqta kay pacha paqariypi uyariykumuachkan kay rimana wasi onda azulta qankunawan kuskalla kayqa tutamantaña rikchariykuyku nispa arí pay turachanchik chikaqa arí turachay allinta paykuna michinku allin paqucha turachay flavio qanpaq ancha sumaq munay napaykuy ñañachay nely aja maytaq turachay román ancha napaykukuy kachkanchu manachu manaraq
15358	napaykuy kachkanchu ichaqa rimarisunman rimarisunman ichaqa kunanqa waqakuyta hapiqaykurisun panay allin punchaw kachun wawqiychu panaychu wawqiy manachuna uyarimuwachkankichu allin punchaw kachun buenos días wawqiy román kunanmi uyariyku manan kay waka waqra allintachu haykurimuchkarqan wawqiy sutiykita willarimay ñawpaqpi
15360	faustino cuela quispi kay hinataq wawqiy may willarikuychu napaykuychu kaykurichkan kunan tutamantan napaykuyta wawqiy román panay nely panay norma imaynallan allillanchu qankunapas nuqapas waqarimuchkakichik juliaca llaqtamanta enteron kay región puno chayta pacha maypipas rimana wayra wasi arí onda azul chayarikun chay ladomanta huk ladoman riki chayta nispa nuqapas napaykuni juliaca llaqtamanta
15362	mas que todo haqay distrito de capachica centro poblado ccotos maypichus imaynan kachkankichik amigoykuna amigaykuna amigaychu manachu qankunapas chay puno llaqtapi kachkantaq amigokuna ricardo quispi paucar chaymanta pitaq maytaq popular wankachu qankunapaq qala chaykunapi karichkakichik huk punchayña rimarisunchik arí kusataq turachay maytaq arí kay pacha paqariypi
15364	ancha sumaqta munayta turanchik rimaykamun huk tutamantan kama imaraykuchus arí kay pachanchik atiparqaripawanchik kunanqa kay rimana wasiq willakuyñinman puririsunchik kay pacha paqariypi papa francisco el perú abre sus puertas y su corazón para escuchar tu mensaje jesús nos pide que su iglesia sea tan grande que pueda alojar a toda la humanidad jesús me dice a mi a vos a cada uno 
15366	mensajero de la paz y justicia fortalece a nuestra iglesia y su misión imata ruwachkanki mastana ukupi qupata pakachkanki upallay ama rimaychu mamay maría pakachkan qupata mastana ukupi yuyariy huk chiqallampin qupata waqaychana aman chikapi chikapi wikchunkichu qupata
15368	qupa churanaqa chullallan kaytan minkarikamun rimana wasi onda azul todas las niñas y niños tienen derecho a una vida saludable libre de enfermedades las vacunas son la mejor manera de prevenirlas vacuna a tu hijo menor de cinco años en los establecimientos de salud ademas se vacunara contra el cáncer del cuello uterino a niñas escolares de
15370	rimayñinpaq llapan kay perú suyupi willarikuykunata chaninchakusun rimana wasi onda azulpaq sunqunmanta pacha llapan llaqtakunapaq kay perú suyunchispi ñawpaqpi kawarisunchik ima willarikuykunan karichkan kay perú suyunchispi ichapis ñin kaytan kay ejecutivo nisqa riqsirichimunqa hinaspa wakirichimuchkan pisqa kay proyecto nisqakunata proyectos mineros hamuq wata iskay waranqa chunka pusaqñiyuq watapaq nintaq
15372	sapanka minkarichkan ñin chunka waranqa hunus chay dolares nisqapis anchay proyectos nisqakuna karichkanqa maypaqmi chay proyecto nisqakuna karichkan nintaq kaypichus umallichkan kay consejo ministro mercedes araoz paymi riqsirichimun hinaspa ñin anchatan kunan kay hamuq watapaq wakirichiqarichkanqa kay inversión kay perunchispi chay proyectos nisqakunan karichkan
15374	quellaveco corani michi quilay kay hinallataq maytaq ñawpaqman hatunyarichinqaku toromocho y mina justa nisqata chaykunan llamkarichkanqaku kay minería responsable cheqanpi nispan payqa willarikamun hinaspapis nillantaq imaraykuchus kay wakichiykuna maskarichkan amaña kay sasachakuykuna yaraqa kay perú suyupi karinanpaq nintaq kay karichkanqa presupuesto nispan
15376	kayqa willayakamun presidente consejo de ministros nisqa ñañacha mercedes aráoz kunan punchawman ichaqa pay mañarikuchkarqan imachus kay voto de confianza nisqata haqay congreso de la república chiqanpi chaypin chay willakuykunata chaninchaykamun kunanri usqayllata haykurimusunchik kay arequipa llaqtaman chay llaqtapin maytaq nisunmancha arí qayna punchaw apayukuchkarqan riki
15378	pachaq isqun chunka pusaqñiyuq runakunas maytaq riki riqsinayukun hinaspa kay hatun casarakuyman haykuyapusqa ichaqa nillantaq chiqaqmantapik paykuna casaraykuchkanku kay hinallataq kay kikin yupaypik runamasikunaqa nisunmancha kay divorcio nisqaman haykuyuchkallankutaq nispan willarikamun kay inei nisqa ichaqa
15380	nintaq kay matrimonio masivo aparikuchkarqan haqay arequipa llaqtapi nintaq hinaspa sumaqta paykunaqa runa masikuna sumaqta wakiyachinku nispan willayakamun chaymin chikaqa haqay nisunmancha arí haqay arequipa llaqtapi sumaqta warmiwan qariwan sumaqta tupaykuspa kay sumaq yawarmasita ñawpaqman puririchinku kunanri
15382	haqay arequipa llaqtamanta imanintaq ichapik ñan qayllachayakamuchkanña kay iskay chunka iskayñiyuq octubre killapi aparikuchkanqa kay censo nacional iskay waranqa chunka qanchisñiyuq watapi chaypaqmi pikunachus turanchiskuna llamkakunku kay policías nisqakunapin paykunas arí llamkarichkanqaku kay paykuna usqayta imaraykus paykunaqa karichkanqaku kay castilla simipi alerta máxima nisqa
15384	nintaq imarayku paykunas a kutiykachachkanqaku runamasikunata wasinku ukuman imaraykuchus chay punchawmi aparikuchkanqa kay censo nisqa ichapas llapan runa masikunan yupasqa karinqa ichapas aswan nisunmancha arí kay runa masikunas haykuyunqaku sapanka wasinkupi tarikunqaku hinan allinta yupachikunqaku ichapischari waq wasiman puriykunkuman chay wasipi waqmanta
15386	waqmanta yupasqa karinkuman chaykunan manan karinanpaq ichaqa kanmi cheqaq chaninchari nintaq allintas paykunaqa llamkarinqaku hinaspa runa masikuna sapanka wasinkupi suyanan kay censadores nisqakunata nispan rimaykamunku hinaspapik willarikamullankutaq chay punchawmi manan karinqachu kay autos nisqakuna mayman puriykunapik manan karinqachu nispan willayakamunku chaymantari imataq karichkan kunanqa usqayllata
15388	cusco llaqtachaman chayaykusunchik imataq cusco llaqtachapi karichkan turanchiskuna ñañanchiskuna haqay cusco llaqtapi ancha kusisqam karichkanku imaraykuchus runa masikuna ayllu runa masikuna paykunas riqsiykuchikamun hinaspa ninku nuqaykus tariykuykumansi sumaq musuq llaqta unay pacha nintaq paykunas ichaqa riki may haqay unay pacha imperio los incas chaykuna imaynata
15390	imaymana wakichiykunata sumaq wasikunata imaymanan kay restos arqueológicos nisqakunas munay pacha haqay cusco chiqanpiqa karin karinmanraqsi waq mana riqsisqakuna nintaq ichaqa castilla simipi lugares mágicos nispa chaytas kunan waqmanta tariykunkuman kay ayllu runa masikuna nintaq chikaqa ñan aswanta pikunachus ñawinchaqkuna allin yachariqkuna kaykuna
15392	willayakamunqaku qawarinqaku ñawincharichkanku imaynapunis kay descubrimiento de nuevo sitio arqueológicos nisqa karichkan chaykunamanta nintaq runa masikuna haqay centro poblado de ccorimayo maytaq kay zona san martín distrito de yanatile provincia cusqueña de calca anchaychapik chikaqa sumaq kay wakichiy karinman arí chikaqa ñawpaq punchawpicha pikunachus
15394	maytaq yachaykunku anchata kaykunamanta llaqta umalliqkuna hinallataq wakin llaqtakunapi kaqkunacha arí willaykakamunqaku hamuq punchawkunapi imaynan kay wakichiykuna karichkan haqay cusco llaqtachapi kunanqa uyariykusunchik ñañachanchik hilda torres payqa haqay cusco yunka uku quillabamba chiqanmanta chayaykarimun imaynallan ñañay hilda aporte de hilda sulpay
15396	ñañay hilda tupananchis kama sunaq willarikuytaqa kanqa sapa kutin hina chayakachikamunki maytaq hukpiña astawan rimaykukusunchik kunanri astawan willarikuykunawan mayman chayamusunchik kay puno llaqtapi kay puno región chiqanpi imakunan karichkan turanchiskuna ñañanchiskuna pikunachus llamkarikunku pikunachus karikuchkanku kay rondas campesinas nisqakuna paykunas 
15398	ichaqa imanaykuchkanku haqay saman chiqanpi hapiruchkanku achiyuq runa masita paymi karichkan walter saavedra collanqui chaysi arí ancha sasachakuypi warminta maqaykunman kasqa kay warmin kasqa kay warmis unquq karichkasqa pasaq quyu ñawintin quyu uyantin kaymi karichkan chaymantan turanchiskuna ñañanchiskuna pikunachus llamkarikunku pikunachus karikuchkanku kay rondas campesinas nisqamanta huñuykunqa hinaspa
15400	hapiykunku kay turanchista hinaspan riki kay justicia popular nisqaman haykuychinku hinaspa kay plaza cheqanpi anchatan suqayunku hinaspa letrero nisqata qillqata churaykunku hatunta hinaspa riki chapi sayaykuchinku kay runa masita hinaspa paymi riki manaña chay ruwaykunata ruwarinkichu sasachaymanmi warmikita haykuchiwaq iaymanapunin chay mana chanin ruwaykunata ruwarinki nispa
15402	paytaqa ancha kamiykunku hinaspa suqaykunku chaymi karichkan nillantaq arí ñin imaynan kay sasachakuykuna karichkan ayllukunapi maytaq kay warmikuna sarunchasqa kay qipa ayllu unay watakuna hinan karichkan chaykunan manaña karinanchu nispan kay rondas campesinas nisqakuna rimaykamunku hinaspa wakirinku justicia popular nisqa ayllukunapi chaymantari ya esta willarikuykuna karichkallantaq kunan
15404	chisinpin imakunan karichkan nisunmancha arí kay puno llaqtapi pikunachus karichkanku pueblos originarios nisqakuna paykunan puririnku haqay runamasikuna uros chulluni cheqanmanta chayaykamusqaku hinaspa kay plaza chiqanpi ninku riki manan nuqaykupaqqa imapas kunan punchaw karinanchu ima manan karinmanchu ima yuwariypas ima rayku
15406	kuna punchaw hina kay perú suyunchik ancha haqay karu llaqtamanta hamuykuspa sarunchawaranchik anchata imanchistapas apayakapunku karu llaqtakunaman nispan rimaykamunku hinaspa ninku kunan punchaw hinan pizarro chayamurqan kay perú suyunchisman hinaspa imatapas imayñinchiniskunatapas chutiykuwanchik qalatan apayakapun nispan rimaykamunku ichapas ñuqanchik unay watamanta karichkanmi
15408	castilla simipi resistencia cultural milenaria nispan rimarimun kay turanchikkuna ñañanchiskuna plaza niriqpi ichaqa riki unay wata chayarimusqa kunan punchawpi nispan paykunaqa kusata rimaykunku hinaspa willarikamunku manan nuqaykuqa imatapas kunan punchaw yuyariyta munaykuchu unay pachamanta nuqaykuqa ayllu runa masin kakuyku nispa willayakamunku chaymantari astawan willarikuykuna kunan karichkan kay puno 
15410	llaqtamanta hinallataq aparikuchkarqan kay puno llaqtapi qayna punchaw huk hatun huñurikuy kay red de caritas nisqakuna chayarimusqaku ñañachakuna may karu llaqtakunamanta distrito de llalli ayaviri maytaq haqay juli antoniani kay hinallataq haqay cusco chiqanmanta ñañachakuna puriyamusqanku hinaspa imaynatachus paykunaqa llamkarikuchkanku warmikuna ñawpaqman huñurikuspa imaymanapi chaykunata
15412	churancharichkanku chanincharichkanku chuyancharichkanku sapanqa kay organizaciones nisqakunapi chaypin sumaqta rimaykunku chaymi wakichiy kachkarqan qayna punchaw kay huñurikuy kay caritas nisqakunamanta kunanqa usqayllata chinkayusunchik maytaq haqay turanchik vicente palomino llaqtanman nintaq haqay gobierno regional junín cheqanpi karinqa kay inversión kimsa hunu nisqa institución educativa
15414	pillku mayu cheqanpi chaytas chikaqa kay punchawkunapi ñan churaykunkuña maytaq nisunmancha ñawpaqpi rumi nisqata hinaspa anchata paykunaqa wakiychinku kay hatun huñurikuy chaninchariy kay inversión nisqa karinanpaq kay huchuy yachay wasi ñawpaqman puririnanpaq hina chikaqa willarikuykuna karichkan kay nisunmancha arí kay sumaq haqay karu llaqtamanta chaymantapas
15416	nillantaq imaymana wakichiykuna imaymana chaninchaykunan karichkan haqay karu nisunmancha arí huancayo llaqtapi imapuwanmi karichkan usqayllata chaninchayukusunchik karichkanmi kay maytaq ñawinchana wasi biblioteca nisqa chaymin karichkan sala de lectura nisqas chaypik hapiyukuchkan wawachakunata maykunamanta mata wasi y san agustin de cajas nintaq chaymi kachkan kay provincia de concepción nisqamanta
15418	pisqa chunka yachaqaqkunatas kay hapikaykusqa haqay municipalidad biblioteca municipalidad de huancayo chay chiqanpi hinaspas riki huchuy wawakunas allinta ñawincharichkanku kay sumaq wakichiykuna qillqaykuna maytukuna karichkan kay biblioteca nisqapi ahinanta chikaqa chanincharichkanku imachus kay nisinmancha arí wawachakuna allinta ñawinchanpaq yacharinanpaq unanchayñiyuq karinanpaq hinañan chikaqa haqay 
15420	huancayo llaqtamanta willarikuykuna chayta rimaykuspa tukuyusunchik hukpiña astawan willakuykuna aknataq wayqiykuna cuatro de la mañana con veinte minutos nisqaña wawqiykuna tawa horas iskay chunka nisqawanña kunan tutamantan kunan tutamantan rimarisun imataq kunan punchaw aparikuchkanqa kay puno suyupi kay chayarimuchkan kunan punchaw kay segundo campeonato para segundo campeonato deportivo para personas con discapacidad nisqa
15422	maypitaq kay aparikuchkanqa kaymi aparikuchkanqa kay estadio enrique torres belon nisqamanta kay nueve de la mañana a una de la tarde nisqa wayqiykuna panaykuna imakunataq karinqa ima diciplina nisqakunataq aparikuchkanqa kay basquet en silla de ruedas voley sentados fútbol para personas con discapacidad visual sordo mudos ilimitados físicos ajedrez atletismo
